backend,rows,cols,generations,threads,block,shared,wrap,kernel_ms,wall_ms,mcells_kernel,mcells_wall
cuda,8192,8192,10,1,256,0,0,29.60876799,29.75955,22665.19972,22550.36249
cuda,8192,8192,10,1,256,0,0,28.46540785,28.618531,23575.58492,23449.444
cuda,8192,8192,10,1,256,0,0,29.59004784,29.741608,22679.53887,22563.96628
cuda,8192,8192,10,1,256,0,0,28.12710404,28.275664,23859.14451,23733.78889
cuda,8192,8192,10,1,256,0,0,29.61132812,29.759228,22663.24013,22550.60649
cuda,8192,8192,10,1,256,1,0,51.22735977,51.379373,13100.19964,13061.44082
cuda,8192,8192,10,1,256,1,0,52.97644806,53.128106,12667.67903,12631.51824
cuda,8192,8192,10,1,256,1,0,52.86873674,53.021903,12693.48733,12656.8192
cuda,8192,8192,10,1,256,1,0,52.36835194,52.51928,12814.77486,12777.94821
cuda,8192,8192,10,1,256,1,0,52.93350458,53.094776,12677.95596,12639.44762
cuda,8192,8192,10,1,512,0,0,34.92131186,35.074779,19217.1658,19133.08249
cuda,8192,8192,10,1,512,0,0,32.41353631,32.562651,20703.96249,20609.15249
cuda,8192,8192,10,1,512,0,0,34.92675209,35.076997,19214.17251,19131.87266
cuda,8192,8192,10,1,512,0,0,34.94915223,35.098153,19201.85747,19120.34061
cuda,8192,8192,10,1,512,0,0,34.89020777,35.043168,19234.29761,19150.34166
cuda,8192,8192,10,1,512,1,0,58.71961546,58.871524,11428.6961,11399.20618
cuda,8192,8192,10,1,512,1,0,57.53545523,57.684977,11663.91467,11633.68133
cuda,8192,8192,10,1,512,1,0,58.83337593,59.007633,11406.59752,11372.91238
cuda,8192,8192,10,1,512,1,0,58.69436741,58.882731,11433.61228,11397.03659
cuda,8192,8192,10,1,512,1,0,59.49974298,59.653947,11278.84939,11249.69384
cuda,16384,16384,5,1,32,0,0,103.5076809,103.634497,12966.93413,12951.06667
cuda,16384,16384,5,1,32,0,0,109.818079,109.934012,12221.82442,12208.93567
cuda,16384,16384,5,1,32,0,0,109.8987827,110.012649,12212.84938,12200.20872
cuda,16384,16384,5,1,32,0,0,109.9057922,110.020092,12212.07047,12199.38336
cuda,16384,16384,5,1,32,0,0,109.9574394,110.075425,12206.33444,12193.25095
cuda,16384,16384,5,1,32,1,0,233.6079025,233.734873,5745.427554,5742.306498
cuda,16384,16384,5,1,32,1,0,232.3545265,232.47679,5776.419767,5773.38185
cuda,16384,16384,5,1,32,1,0,231.0684471,231.191738,5808.57013,5805.472512
cuda,16384,16384,5,1,32,1,0,224.6431046,224.775215,5974.709452,5971.197848
cuda,16384,16384,5,1,32,1,0,259.6286697,259.745682,5169.603501,5167.274658
cuda,16384,16384,5,1,64,0,0,54.53481674,54.659904,24611.38334,24555.06106
cuda,16384,16384,5,1,64,0,0,56.03804779,56.155531,23951.1784,23901.07005
cuda,16384,16384,5,1,64,0,0,56.08118439,56.192676,23932.75561,23885.27074
cuda,16384,16384,5,1,64,0,0,56.03484726,56.154171,23952.54642,23901.64891
cuda,16384,16384,5,1,64,0,0,56.16425419,56.276937,23897.35784,23849.50837
cuda,16384,16384,5,1,64,1,0,113.495266,113.62479,11825.84374,11812.36313
cuda,16384,16384,5,1,64,1,0,119.2715836,119.389015,11253.11864,11242.05003
cuda,16384,16384,5,1,64,1,0,115.663744,115.792096,11604.13137,11591.26854
cuda,16384,16384,5,1,64,1,0,118.0476799,118.208512,11369.78957,11354.32007
cuda,16384,16384,5,1,64,1,0,116.7058887,116.821072,11500.51034,11489.17106
cuda,16384,16384,5,1,128,0,0,56.17488003,56.30118,23892.8375,23839.23889
cuda,16384,16384,5,1,128,0,0,54.05539131,54.168455,24829.66541,24777.83943
cuda,16384,16384,5,1,128,0,0,55.61283207,55.740367,24134.30912,24079.0894
cuda,16384,16384,5,1,128,0,0,55.59606457,55.721969,24141.58791,24087.03971
cuda,16384,16384,5,1,128,0,0,56.2806406,56.393548,23847.93893,23800.19218
cuda,16384,16384,5,1,128,1,0,102.8803196,103.00961,13046.00613,13029.6317
cuda,16384,16384,5,1,128,1,0,102.1311665,102.253107,13141.70127,13126.02931
cuda,16384,16384,5,1,128,1,0,99.31695938,99.432578,13514.07945,13498.3655
cuda,16384,16384,5,1,128,1,0,102.899231,103.01463,13043.60847,13028.99676
cuda,16384,16384,5,1,128,1,0,102.8837471,103.003824,13045.57151,13030.36361
cuda,16384,16384,5,1,256,0,0,59.90867138,60.025053,22403.72302,22360.2848
cuda,16384,16384,5,1,256,0,0,59.91244888,60.029877,22402.31046,22358.48792
cuda,16384,16384,5,1,256,0,0,58.10675144,58.222629,23098.47387,23052.50215
cuda,16384,16384,5,1,256,0,0,59.97875214,60.121168,22377.54592,22324.53767
cuda,16384,16384,5,1,256,0,0,59.90624046,60.02356,22404.63213,22360.84098
cuda,16384,16384,5,1,256,1,0,103.8087349,103.942104,12929.32894,12912.73919
cuda,16384,16384,5,1,256,1,0,102.4157448,102.541119,13105.18498,13089.16163
cuda,16384,16384,5,1,256,1,0,105.9424629,106.058886,12668.92654,12655.01959
cuda,16384,16384,5,1,256,1,0,105.9463997,106.064893,12668.45578,12654.30287
cuda,16384,16384,5,1,256,1,0,105.9496326,106.07338,12668.06922,12653.29039
cuda,16384,16384,5,1,512,0,0,70.13523197,70.253127,19136.99067,19104.876
cuda,16384,16384,5,1,512,0,0,70.15337563,70.267652,19132.0413,19100.92684
cuda,16384,16384,5,1,512,0,0,70.13817596,70.256329,19136.18741,19104.00528
cuda,16384,16384,5,1,512,0,0,70.13782406,70.255114,19136.28343,19104.33566
cuda,16384,16384,5,1,512,0,0,70.15558434,70.271219,19131.43897,19099.95727
cuda,16384,16384,5,1,512,1,0,117.5116482,117.637053,11421.65309,11409.47725
cuda,16384,16384,5,1,512,1,0,114.9777603,115.1046,11673.36428,11660.5008
cuda,16384,16384,5,1,512,1,0,110.8622723,111.004333,12106.7091,12091.21521
cuda,16384,16384,5,1,512,1,0,117.5314255,117.65109,11419.73114,11408.11598
cuda,16384,16384,5,1,512,1,0,117.5273285,117.646345,11420.12923,11408.5761
